,Respondent,WebframeDesireNextYear,WebframeWorkedWith
11607,12666,,Ruby on Rails
11608,12666,,jQuery
11609,12666,ASP.NET,
11617,12666,ASP.NET Core,
11625,12666,Django,
11633,12666,Express,
11641,12666,React.js,
11649,12666,Vue.js,
11657,12692,Flask,ASP.NET
11658,12692,,Flask
11659,12692,,Vue.js
11660,12692,Vue.js,
11663,12713,ASP.NET Core,ASP.NET
11664,12713,,ASP.NET Core
11665,12713,,jQuery
11666,12716,Django,Django
11667,12716,,Express
11668,12716,,Vue.js
11669,12716,,jQuery
11670,12716,jQuery,
11674,12716,Vue.js,
11678,12739,Express,Express
11679,12739,,React.js
11680,12739,React.js,
11682,12742,jQuery,React.js
11683,12742,,Symfony
11684,12742,,jQuery
11685,12742,React.js,
11688,12747,ASP.NET Core,ASP.NET
11689,12747,,ASP.NET Core
11690,12747,,Angular.js
11691,12747,,Vue.js
11692,12747,,jQuery
11693,12747,Vue.js,
11698,12749,Express,Express
11699,12749,,Gatsby
11700,12749,,React.js
11701,12749,React.js,
11704,12754,ASP.NET Core,ASP.NET
11705,12754,,ASP.NET Core
11706,12754,,Vue.js
11707,12754,Vue.js,
11710,12757,Vue.js,Laravel
11711,12757,,Vue.js
11712,12769,ASP.NET,ASP.NET
11713,12769,ASP.NET Core,
11714,12769,React.js,
11715,12786,Angular,ASP.NET
11716,12786,,ASP.NET Core
11717,12786,,Django
11718,12786,,React.js
11719,12786,,jQuery
11720,12786,Angular.js,
11725,12786,ASP.NET,
11730,12786,ASP.NET Core,
11735,12786,Django,
11740,12786,jQuery,
11745,12786,Laravel,
11750,12786,React.js,
11755,12788,ASP.NET,ASP.NET
11756,12788,,ASP.NET Core
11757,12788,,Angular
11758,12788,,Angular.js
11759,12788,,jQuery
11760,12788,ASP.NET Core,
11765,12797,Django,Laravel
11766,12797,,Symfony
11767,12797,Flask,
11769,12797,Laravel,
11771,12797,React.js,
11773,12797,Symfony,
11775,12820,Angular.js,ASP.NET
11776,12820,,ASP.NET Core
11777,12820,,Angular.js
11778,12820,,jQuery
11779,12820,ASP.NET,
11783,12820,ASP.NET Core,
11787,12820,jQuery,
11791,12828,ASP.NET,ASP.NET
11792,12828,,ASP.NET Core
11793,12828,,Angular.js
11794,12828,,React.js
11795,12828,,jQuery
11796,12828,ASP.NET Core,
11801,12828,jQuery,
11806,12828,React.js,
11811,12842,Angular,Angular
11812,12842,,Django
11813,12855,Angular,ASP.NET
11814,12855,,ASP.NET Core
11815,12855,,jQuery
11816,12855,Angular.js,
11819,12855,React.js,
11822,12855,Ruby on Rails,
11825,12870,Express,Express
11826,12870,,Gatsby
11827,12870,,React.js
11828,12870,,Vue.js
11829,12870,,jQuery
11830,12870,Gatsby,
11835,12870,React.js,
11840,12870,Vue.js,
11845,12875,Angular,Angular
11846,12875,,Angular.js
11847,12875,,Vue.js
11848,12875,Vue.js,
11851,12882,Angular,Angular
11852,12882,,Angular.js
11853,12882,,Express
11854,12882,,React.js
11855,12882,,Spring
11856,12882,Express,
11861,12882,React.js,
11866,12885,Angular,Angular
11867,12885,,Express
11868,12885,,Flask
11869,12885,,Laravel
11870,12885,,Spring
11871,12885,Express,
11876,12885,Laravel,
11881,12885,Spring,
11886,12890,ASP.NET Core,ASP.NET
11887,12890,,ASP.NET Core
11888,12890,,Angular
11889,12890,,jQuery
11890,12890,jQuery,
11894,12890,Laravel,
11898,12897,Ruby on Rails,ASP.NET
11899,12897,,ASP.NET Core
11900,12897,,Angular
11901,12897,,Express
11902,12918,ASP.NET,ASP.NET
11903,12918,,ASP.NET Core
11904,12918,,jQuery
11905,12918,ASP.NET Core,
11908,12918,jQuery,
11911,12936,Drupal,Drupal
11912,12936,,Express
11913,12936,,Vue.js
11914,12936,,jQuery
11915,12936,Express,
11919,12936,jQuery,
11923,12966,React.js,Angular
11924,12966,,Express
11925,12966,,jQuery
11926,12966,Vue.js,
11929,12973,Angular,Angular
11930,12973,,Express
11931,12973,,Spring
11932,12973,Spring,
11935,12990,React.js,React.js
11936,12990,,Ruby on Rails
11937,12990,Ruby on Rails,
11939,13016,Django,ASP.NET
11940,13016,,ASP.NET Core
11941,13016,,Angular
11942,13016,,React.js
11943,13016,Express,
11947,13016,Flask,
11951,13016,React.js,
11955,13017,Angular,ASP.NET
11956,13017,,ASP.NET Core
11957,13017,,Angular
11958,13017,,jQuery
11959,13017,ASP.NET Core,
11963,13021,Express,Express
11964,13021,,Laravel
11965,13021,,React.js
11966,13021,,Vue.js
11967,13021,,jQuery
11968,13021,Laravel,
11973,13021,Vue.js,
11978,13025,Laravel,Flask
11979,13025,,Laravel
11980,13025,,React.js
11981,13025,,Symfony
11982,13025,,Vue.js
11983,13025,React.js,
11988,13025,Symfony,
11993,13025,Vue.js,
11998,13029,Angular,Angular
11999,13029,,Angular.js
12000,13029,,Spring
12001,13029,,jQuery
12002,13029,jQuery,
12006,13029,Spring,
12010,13038,Flask,Flask
12011,13038,,Gatsby
12012,13038,,React.js
12013,13038,,Ruby on Rails
12014,13094,Express,Express
12015,13094,,Vue.js
12016,13094,,jQuery
12017,13094,React.js,
12020,13094,Vue.js,
12023,13104,Angular,ASP.NET Core
12024,13104,Angular.js,
12025,13104,ASP.NET Core,
12026,13104,React.js,
12027,13120,Express,ASP.NET
12028,13120,,ASP.NET Core
12029,13120,,Angular
12030,13120,,Angular.js
12031,13120,,Express
12032,13120,,Flask
12033,13120,,Gatsby
12034,13120,,React.js
12035,13120,,Vue.js
12036,13120,,jQuery
12037,13120,Gatsby,
12047,13120,React.js,
12057,13120,Vue.js,
12067,13127,ASP.NET,ASP.NET
12068,13127,,ASP.NET Core
12069,13127,,Spring
12070,13127,ASP.NET Core,
12073,13146,Django,Drupal
12074,13146,,Laravel
12075,13146,,React.js
12076,13146,,Symfony
12077,13146,,Vue.js
12078,13146,,jQuery
12079,13146,Drupal,
12085,13146,Flask,
12091,13146,Gatsby,
12097,13146,Laravel,
12103,13146,React.js,
12109,13146,Symfony,
12115,13146,Vue.js,
12121,13155,Spring,jQuery
12122,13161,Angular,ASP.NET
12123,13161,,ASP.NET Core
12124,13161,,Angular
12125,13161,,Angular.js
12126,13161,,Express
12127,13161,,React.js
12128,13161,,jQuery
12129,13161,ASP.NET Core,
12136,13161,Django,
12143,13161,Express,
12150,13161,React.js,
12157,13166,ASP.NET Core,ASP.NET
12158,13166,,ASP.NET Core
12159,13166,,Angular
12160,13173,Laravel,Laravel
12161,13173,,React.js
12162,13173,,Symfony
12163,13173,,Vue.js
12164,13173,,jQuery
12165,13173,React.js,
12170,13173,Vue.js,
12175,13175,React.js,Angular
12176,13175,,Express
12177,13175,,Spring
12178,13177,Angular,Angular
12179,13177,,jQuery
12180,13177,ASP.NET Core,
12182,13178,Angular,Express
12183,13178,Express,
12184,13178,Spring,
12185,13219,Express,Angular
12186,13219,,Express
12187,13219,,Laravel
12188,13219,,Symfony
12189,13219,,Vue.js
12190,13219,Flask,
12195,13219,Laravel,
12200,13219,React.js,
12205,13219,Spring,
12210,13219,Symfony,
12215,13219,Vue.js,
12220,13233,Angular,ASP.NET Core
12221,13233,,jQuery
12222,13233,ASP.NET Core,
12224,13233,React.js,
12226,13239,Angular,ASP.NET
12227,13239,,jQuery
12228,13239,ASP.NET Core,
12230,13239,React.js,
12232,13239,Vue.js,
12234,13263,ASP.NET,ASP.NET
12235,13287,Angular,Angular
12236,13287,,Express
12237,13287,,Spring
12238,13287,,jQuery
12239,13287,Express,
12243,13287,React.js,
12247,13287,Spring,
12251,13317,ASP.NET,ASP.NET
12252,13317,,Flask
12253,13317,,Vue.js
12254,13317,ASP.NET Core,
12257,13317,Flask,
12260,13317,Vue.js,
12263,13332,Symfony,Express
12264,13332,,Symfony
12265,13332,,jQuery
12266,13334,Angular,ASP.NET Core
12267,13334,,Angular
12268,13334,,Vue.js
12269,13334,ASP.NET Core,
12272,13342,Django,Django
12273,13342,,jQuery
12274,13342,Flask,
12276,13342,jQuery,
12278,13349,ASP.NET Core,ASP.NET
12279,13349,,ASP.NET Core
12280,13349,Vue.js,
12282,13350,ASP.NET,ASP.NET
12283,13350,,ASP.NET Core
12284,13350,,Express
12285,13350,,Gatsby
12286,13350,,React.js
12287,13350,,Ruby on Rails
12288,13350,,jQuery
12289,13350,ASP.NET Core,
12296,13350,Gatsby,
12303,13350,jQuery,
12310,13350,React.js,
12317,13350,Ruby on Rails,
12324,13361,Spring,Angular
12325,13361,,Spring
12326,13369,ASP.NET Core,ASP.NET Core
12327,13369,,Laravel
12328,13369,,React.js
12329,13369,Laravel,
12332,13369,React.js,
12335,13378,ASP.NET Core,ASP.NET Core
12336,13378,,Gatsby
12337,13378,,React.js
12338,13378,,Vue.js
12339,13378,React.js,
12343,13384,Flask,Angular.js
12344,13384,,Express
12345,13384,,React.js
12346,13384,,Spring
12347,13384,,Vue.js
12348,13384,,jQuery
12349,13384,React.js,
12355,13384,Vue.js,
12361,13394,Angular,ASP.NET
12362,13394,,Angular
12363,13394,,Angular.js
12364,13394,,Django
12365,13394,,Drupal
12366,13394,,Express
12367,13394,,Flask
12368,13394,,Spring
12369,13394,,jQuery
12370,13394,Express,
12379,13394,Flask,
12388,13404,ASP.NET Core,ASP.NET
12389,13404,,ASP.NET Core
12390,13404,,Angular.js
12391,13404,,Django
12392,13404,,Flask
12393,13404,,Gatsby
12394,13404,,React.js
12395,13404,,Spring
12396,13404,,jQuery
12397,13404,Flask,
12406,13404,Gatsby,
12415,13404,jQuery,
12424,13404,React.js,
12433,13404,Vue.js,
12442,13405,React.js,Express
12443,13405,,React.js
12444,13406,Angular,Angular
12445,13406,,Express
12446,13406,,Gatsby
12447,13406,,React.js
12448,13406,,jQuery
12449,13406,ASP.NET,
12454,13406,Express,
12459,13406,Gatsby,
12464,13406,React.js,
12469,13406,Symfony,
12474,13406,Vue.js,
12479,13409,ASP.NET Core,ASP.NET Core
12480,13421,Angular,Angular
12481,13421,,Angular.js
12482,13421,,React.js
12483,13421,,Spring
12484,13421,,jQuery
12485,13421,jQuery,
12490,13421,Spring,
12495,13421,Vue.js,
12500,13422,ASP.NET Core,ASP.NET
12501,13422,,ASP.NET Core
12502,13433,ASP.NET Core,ASP.NET
12503,13433,,ASP.NET Core
12504,13433,,Angular
12505,13433,,Angular.js
12506,13433,,Express
12507,13433,,React.js
12508,13433,Express,
12514,13433,React.js,
12520,13441,Express,Express
12521,13441,,React.js
12522,13441,Gatsby,
12524,13441,React.js,
12526,13442,React.js,React.js
12527,13442,,jQuery
12528,13461,Django,ASP.NET
12529,13461,,ASP.NET Core
12530,13461,,Django
12531,13461,,Spring
12532,13462,Angular,ASP.NET
12533,13462,,jQuery
12534,13462,ASP.NET Core,
12536,13462,Express,
12538,13462,jQuery,
12540,13462,React.js,
12542,13485,Angular,ASP.NET
12543,13485,,ASP.NET Core
12544,13485,,Angular
12545,13485,,Laravel
12546,13485,,jQuery
12547,13485,ASP.NET,
12552,13485,ASP.NET Core,
12557,13485,Django,
12562,13485,jQuery,
12567,13485,Laravel,
12572,13485,React.js,
12577,13496,Express,Express
12578,13496,,React.js
12579,13496,,Vue.js
12580,13503,Angular,Angular
12581,13503,,Angular.js
12582,13503,,Django
12583,13503,,Flask
12584,13503,,Gatsby
12585,13503,,React.js
12586,13503,,jQuery
12587,13503,Angular.js,
12594,13503,Django,
12601,13503,Flask,
12608,13503,Gatsby,
12615,13503,React.js,
12622,13515,ASP.NET,ASP.NET
12623,13515,,ASP.NET Core
12624,13515,,React.js
12625,13515,,jQuery
12626,13515,ASP.NET Core,
12630,13515,jQuery,
12634,13515,React.js,
12638,13515,Vue.js,
12642,13516,React.js,React.js
12643,13516,,Spring
12644,13516,Spring,
12646,13527,Express,Express
12647,13527,,Laravel
12648,13527,,React.js
12649,13527,,Symfony
12650,13527,,jQuery
12651,13527,React.js,
12656,13527,Symfony,
12661,13542,Express,Express
12662,13542,,React.js
12663,13542,React.js,
12665,13552,Angular,ASP.NET
12666,13552,,ASP.NET Core
12667,13552,,Angular
12668,13552,,Angular.js
12669,13552,,jQuery
12670,13552,ASP.NET Core,
12675,13552,React.js,
12680,13572,React.js,React.js
12681,13572,,Ruby on Rails
12682,13572,,Vue.js
12683,13572,,jQuery
12684,13572,Ruby on Rails,
12688,13584,Angular,Django
12689,13584,,Gatsby
12690,13584,,React.js
12691,13584,ASP.NET Core,
12694,13584,Django,
12697,13584,Express,
12700,13584,Gatsby,
12703,13584,React.js,
12706,13587,Django,Express
12707,13587,,React.js
12708,13587,,Spring
12709,13587,,jQuery
12710,13587,Express,
12714,13587,Flask,
12718,13587,Gatsby,
12722,13587,jQuery,
12726,13587,React.js,
12730,13588,React.js,Express
12731,13588,,Spring
12732,13588,,jQuery
12733,13588,Vue.js,
12736,13592,Angular,Angular
12737,13592,,Angular.js
12738,13592,,Express
12739,13592,,Vue.js
12740,13592,,jQuery
12741,13592,Express,
12746,13592,React.js,
12751,13592,Vue.js,
12756,13596,Angular,ASP.NET
12757,13596,,ASP.NET Core
12758,13596,,Angular
12759,13596,,Angular.js
12760,13596,,React.js
12761,13596,,jQuery
12762,13596,ASP.NET,
12768,13596,ASP.NET Core,
12774,13596,jQuery,
12780,13598,ASP.NET Core,ASP.NET Core
12781,13598,,jQuery
12782,13602,Angular,ASP.NET
12783,13602,,ASP.NET Core
12784,13602,Angular.js,
12786,13602,ASP.NET,
12788,13602,ASP.NET Core,
12790,13602,Django,
12792,13602,jQuery,
12794,13602,React.js,
12796,13602,Spring,
12798,13609,Angular,Angular
12799,13609,,Express
12800,13609,,React.js
12801,13609,Express,
12804,13609,React.js,
12807,13609,Spring,
12810,13616,Django,Spring
12811,13616,Ruby on Rails,
12812,13616,Spring,
12813,13619,Django,Django
12814,13619,,Flask
12815,13619,,React.js
12816,13619,,jQuery
12817,13619,Flask,
12821,13619,jQuery,
12825,13619,React.js,
12829,13619,Vue.js,
12833,13624,Angular,ASP.NET
12834,13624,,ASP.NET Core
12835,13624,,Angular
12836,13624,,Django
12837,13624,,Spring
12838,13624,ASP.NET,
12843,13624,ASP.NET Core,
12848,13624,Django,
12853,13624,Spring,
12858,13631,ASP.NET Core,ASP.NET Core
12859,13631,,Angular.js
12860,13641,Angular,Angular
12861,13641,,Symfony
12862,13641,,jQuery
12863,13641,jQuery,
12866,13641,Symfony,
12869,13643,Django,Django
12870,13643,,Flask
12871,13643,Flask,
12873,13655,Laravel,Django
12874,13655,,Laravel
12875,13655,,Vue.js
12876,13655,Vue.js,
12879,13671,ASP.NET,ASP.NET
12880,13671,,ASP.NET Core
12881,13671,,Gatsby
12882,13671,,React.js
12883,13671,,Spring
12884,13671,,jQuery
12885,13671,ASP.NET Core,
12891,13671,React.js,
12897,13671,Vue.js,
12903,13697,Angular,Angular
12904,13697,,Angular.js
12905,13697,,Express
12906,13697,,Laravel
12907,13697,,jQuery
12908,13697,Angular.js,
12913,13697,Express,
12918,13697,Laravel,
12923,13704,ASP.NET Core,ASP.NET Core
12924,13704,,Laravel
12925,13704,,React.js
12926,13704,,Vue.js
12927,13704,Laravel,
12931,13704,React.js,
12935,13704,Vue.js,
12939,13710,Angular,ASP.NET Core
12940,13710,,Angular
12941,13710,ASP.NET Core,
12943,13712,Angular.js,ASP.NET
12944,13712,,ASP.NET Core
12945,13712,,jQuery
12946,13712,ASP.NET,
12949,13712,ASP.NET Core,
12952,13712,jQuery,
12955,13716,ASP.NET Core,Flask
12956,13716,,React.js
12957,13716,React.js,
12959,13729,React.js,Angular.js
12960,13729,,Flask
12961,13729,,React.js
12962,13729,,Ruby on Rails
12963,13729,,jQuery
12964,13741,Angular,Angular
12965,13741,,Laravel
12966,13741,,Symfony
12967,13741,,Vue.js
12968,13741,,jQuery
12969,13741,Laravel,
12974,13741,Spring,
12979,13741,Symfony,
12984,13741,Vue.js,
12989,13767,Angular.js,Angular.js
12990,13778,Angular.js,Drupal
12991,13778,,jQuery
12992,13778,Drupal,
12994,13778,Laravel,
12996,13778,React.js,
12998,13778,Symfony,
13000,13783,Vue.js,Symfony
13001,13783,,jQuery
13002,13843,Angular,Angular
13003,13843,,Spring
13004,13843,Spring,
13006,13854,Spring,Flask
13007,13854,,Spring
13008,13854,,Vue.js
13009,13854,Vue.js,
13012,13865,ASP.NET Core,React.js
13013,13865,,Spring
13014,13865,React.js,
13016,13865,Vue.js,
13018,13868,Angular,Spring
13019,13868,Express,
13020,13868,Gatsby,
13021,13868,React.js,
13022,13868,Spring,
13023,13868,Vue.js,
13024,13928,React.js,React.js
13025,13938,Angular,Angular
13026,13938,,Express
13027,13938,Express,
13029,13938,React.js,
13031,13938,Vue.js,
13033,13947,Angular,Angular
13034,13947,,Express
13035,13947,,jQuery
13036,13947,Express,
13039,13947,jQuery,
13042,13947,Laravel,
13045,13960,Angular,ASP.NET
13046,13960,,Angular
13047,13960,,Angular.js
13048,13960,,jQuery
13049,13960,Angular.js,
13053,13960,ASP.NET,
13057,13960,ASP.NET Core,
13061,13960,jQuery,
13065,13960,React.js,
13069,13968,jQuery,Symfony
13070,13968,,Vue.js
13071,13968,,jQuery
13072,13968,Vue.js,
13075,13994,ASP.NET Core,ASP.NET
13076,13994,,Vue.js
13077,13994,,jQuery
13078,13994,Spring,
13081,13994,Vue.js,
13084,14005,ASP.NET,ASP.NET
13085,14008,Django,Angular.js
13086,14008,,Django
13087,14008,,React.js
13088,14008,,Spring
13089,14013,Angular,Angular.js
13090,14013,,Laravel
13091,14013,,Vue.js
13092,14013,,jQuery
13093,14013,jQuery,
13097,14013,Laravel,
13101,14013,React.js,
13105,14013,Ruby on Rails,
13109,14013,Vue.js,
13113,14015,Ruby on Rails,React.js
13114,14015,,Ruby on Rails
13115,14015,,jQuery
13116,14017,Angular,Express
13117,14017,,Laravel
13118,14017,,jQuery
13119,14017,Express,
13122,14017,Laravel,
13125,14017,React.js,
13128,14017,Vue.js,
13131,14021,ASP.NET,ASP.NET
13132,14021,,ASP.NET Core
13133,14021,,Angular
13134,14021,,Vue.js
13135,14021,,jQuery
13136,14021,ASP.NET Core,
13141,14021,jQuery,
13146,14021,Vue.js,
13151,14028,Express,Express
13152,14028,,React.js
13153,14028,,Vue.js
13154,14028,React.js,
13157,14028,Vue.js,
13160,14097,Angular.js,ASP.NET
13161,14097,,ASP.NET Core
13162,14097,,Angular.js
13163,14097,,jQuery
13164,14097,ASP.NET,
13168,14097,ASP.NET Core,
13172,14097,jQuery,
13176,14111,ASP.NET,ASP.NET
13177,14111,,jQuery
13178,14111,ASP.NET Core,
13180,14111,jQuery,
13182,14111,Vue.js,
13184,14113,jQuery,jQuery
13185,14130,ASP.NET Core,ASP.NET
13186,14130,,ASP.NET Core
13187,14130,,Express
13188,14130,,React.js
13189,14130,React.js,
13193,14157,Angular,Angular
13194,14157,,Laravel
13195,14157,,Symfony
13196,14157,,jQuery
13197,14157,Laravel,
13201,14157,React.js,
13205,14157,Symfony,
13209,14157,Vue.js,
13213,14172,Express,Express
13214,14172,,React.js
13215,14172,React.js,
13217,14174,ASP.NET,ASP.NET
13218,14174,,jQuery
13219,14174,ASP.NET Core,
13221,14174,Vue.js,
13223,14192,ASP.NET,ASP.NET
13224,14192,,jQuery
13225,14192,ASP.NET Core,
13227,14192,jQuery,
13229,14193,ASP.NET,ASP.NET
13230,14193,,ASP.NET Core
13231,14193,,Flask
13232,14193,ASP.NET Core,
13235,14223,Spring,Spring
13236,14223,Vue.js,
13237,14231,React.js,ASP.NET
13238,14231,,ASP.NET Core
13239,14238,Express,Angular
13240,14238,,Express
13241,14241,Angular.js,Angular
13242,14241,,Angular.js
13243,14241,,Django
13244,14241,,Flask
13245,14241,,React.js
13246,14241,,Vue.js
13247,14241,,jQuery
13248,14241,Django,
13255,14241,Vue.js,
13262,14245,Symfony,React.js
13263,14245,,Symfony
13264,14245,,Vue.js
13265,14245,Vue.js,
13268,14265,React.js,ASP.NET
13269,14265,,React.js
13270,14265,,Ruby on Rails
13271,14265,,jQuery
13272,14265,Ruby on Rails,
13276,14271,Angular,Angular
13277,14271,,Express
13278,14271,Express,
13280,14271,Gatsby,
13282,14271,React.js,
13284,14277,ASP.NET Core,ASP.NET Core
13285,14277,,Angular
13286,14277,,React.js
13287,14277,,Symfony
13288,14277,React.js,
13292,14295,ASP.NET,ASP.NET
13293,14295,,ASP.NET Core
13294,14295,,jQuery
13295,14295,ASP.NET Core,
13298,14295,jQuery,
13301,14295,React.js,
13304,14295,Vue.js,
13307,14297,ASP.NET Core,React.js
13308,14297,React.js,
13309,14333,ASP.NET Core,ASP.NET
13310,14333,,ASP.NET Core
13311,14333,,Express
13312,14333,,React.js
13313,14333,,jQuery
13314,14333,Vue.js,
13319,14350,Angular,Django
13320,14350,,React.js
13321,14350,,Spring
13322,14350,Django,
13325,14350,React.js,
13328,14350,Vue.js,
13331,14359,Gatsby,ASP.NET Core
13332,14359,,React.js
13333,14359,React.js,
13335,14430,ASP.NET,ASP.NET
13336,14430,,jQuery
13337,14430,ASP.NET Core,
13339,14430,Vue.js,
13341,14434,Angular,Angular
13342,14434,,Spring
13343,14434,,jQuery
13344,14434,jQuery,
13347,14434,Spring,
13350,14436,Angular,ASP.NET
13351,14436,,ASP.NET Core
13352,14436,,Angular.js
13353,14436,,jQuery
13354,14436,Angular.js,
13358,14436,ASP.NET,
13362,14436,ASP.NET Core,
13366,14436,jQuery,
13370,14437,Angular,Angular
13371,14437,,Ruby on Rails
13372,14437,,Spring
13373,14437,Ruby on Rails,
13376,14437,Spring,
13379,14452,Express,Django
13380,14452,,Express
13381,14452,,Gatsby
13382,14452,,React.js
13383,14452,Flask,
13387,14452,Gatsby,
13391,14452,React.js,
13395,14482,ASP.NET Core,ASP.NET Core
13396,14482,,Drupal
13397,14482,,Symfony
13398,14482,,jQuery
13399,14482,Drupal,
13403,14482,jQuery,
13407,14482,Symfony,
13411,14487,Angular,ASP.NET
13412,14487,,ASP.NET Core
13413,14487,,Angular
13414,14487,,Angular.js
13415,14487,,React.js
13416,14487,,jQuery
13417,14487,Angular.js,
13423,14487,ASP.NET,
13429,14487,ASP.NET Core,
13435,14487,React.js,
13441,14495,ASP.NET Core,ASP.NET
13442,14495,,ASP.NET Core
13443,14495,,React.js
13444,14495,,Spring
13445,14495,React.js,
13449,14503,ASP.NET Core,ASP.NET Core
13450,14504,Express,Express
13451,14504,,React.js
13452,14504,React.js,
13454,14507,ASP.NET Core,ASP.NET
13455,14507,,ASP.NET Core
13456,14507,,Vue.js
13457,14507,,jQuery
13458,14507,jQuery,
13462,14507,React.js,
13466,14515,Gatsby,Gatsby
13467,14515,,React.js
13468,14515,React.js,
13470,14515,Vue.js,
13472,14523,Spring,Spring
13473,14526,Angular,Express
13474,14526,,Flask
13475,14526,,Gatsby
13476,14526,,React.js
13477,14526,,Ruby on Rails
13478,14526,,Spring
13479,14526,ASP.NET Core,
13485,14526,Django,
13491,14526,Express,
13497,14526,Flask,
13503,14526,Gatsby,
13509,14526,React.js,
13515,14526,Ruby on Rails,
13521,14526,Vue.js,
13527,14535,Angular,ASP.NET Core
13528,14535,ASP.NET Core,
13529,14542,ASP.NET Core,Spring
13530,14542,,Vue.js
13531,14542,,jQuery
13532,14542,React.js,
13535,14542,Ruby on Rails,
13538,14542,Spring,
13541,14542,Vue.js,
13544,14599,ASP.NET,ASP.NET
13545,14599,,ASP.NET Core
13546,14599,,Express
13547,14599,,React.js
13548,14599,ASP.NET Core,
13552,14599,Express,
13556,14599,React.js,
13560,14605,Flask,Django
