,Respondent,LanguageDesireNextYear,LanguageWorkedWith
15399,4242,,SQL
15400,4242,,TypeScript
15401,4242,Bash/Shell/PowerShell,
15408,4242,Java,
15415,4242,Python,
15422,4242,Scala,
15429,4242,TypeScript,
15436,4246,C#,C#
15437,4246,,HTML/CSS
15438,4246,,JavaScript
15439,4246,,SQL
15440,4246,,TypeScript
15441,4246,HTML/CSS,
15446,4246,JavaScript,
15451,4246,Kotlin,
15456,4246,SQL,
15461,4246,TypeScript,
15466,4250,Bash/Shell/PowerShell,Bash/Shell/PowerShell
15467,4250,,C#
15468,4250,,Go
15469,4250,,HTML/CSS
15470,4250,,JavaScript
15471,4250,,PHP
15472,4250,,Python
15473,4250,,Ruby
15474,4250,,Rust
15475,4250,,TypeScript
15476,4250,Haskell,
15486,4250,HTML/CSS,
15496,4250,JavaScript,
15506,4250,Rust,
15516,4250,TypeScript,
15526,4271,Bash/Shell/PowerShell,Bash/Shell/PowerShell
15527,4271,,C#
15528,4271,,HTML/CSS
15529,4271,,JavaScript
15530,4271,,SQL
15531,4271,,TypeScript
15532,4271,C#,
15538,4271,SQL,
15544,4271,TypeScript,
15550,4272,C#,C#
15551,4272,,HTML/CSS
15552,4272,,JavaScript
15553,4272,,Python
15554,4272,,SQL
15555,4272,HTML/CSS,
15560,4272,JavaScript,
15565,4272,Python,
15570,4272,R,
15575,4272,SQL,
15580,4272,TypeScript,
15585,4280,C#,HTML/CSS
15586,4280,,Java
15587,4280,,JavaScript
15588,4280,,SQL
15589,4280,,TypeScript
15590,4280,Go,
15595,4280,HTML/CSS,
15600,4280,JavaScript,
15605,4280,Python,
15610,4280,TypeScript,
15615,4285,Go,HTML/CSS
15616,4285,,JavaScript
15617,4285,,TypeScript
15618,4285,HTML/CSS,
15621,4285,JavaScript,
15624,4285,Rust,
15627,4285,TypeScript,
15630,4287,Haskell,Bash/Shell/PowerShell
15631,4287,,HTML/CSS
15632,4287,,JavaScript
15633,4287,,PHP
15634,4287,,SQL
15635,4287,,Scala
15636,4287,,TypeScript
15637,4287,HTML/CSS,
15644,4287,Rust,
15651,4287,SQL,
15658,4287,TypeScript,
15665,4291,C#,C#
15666,4291,,HTML/CSS
15667,4291,,JavaScript
15668,4291,,SQL
15669,4291,,TypeScript
15670,4291,HTML/CSS,
15675,4291,JavaScript,
15680,4291,SQL,
15685,4291,TypeScript,
15690,4294,Python,HTML/CSS
15691,4294,,Java
15692,4294,,JavaScript
15693,4294,,PHP
15694,4294,,Python
15695,4294,,R
15696,4294,,SQL
15697,4294,R,
15704,4294,SQL,
15711,4298,JavaScript,C#
15712,4298,,HTML/CSS
15713,4298,,JavaScript
15714,4298,,Python
15715,4298,,SQL
15716,4298,,TypeScript
15717,4298,Python,
15723,4298,TypeScript,
15729,4310,Java,Bash/Shell/PowerShell
15730,4310,,Java
15731,4310,,SQL
15732,4310,Rust,
15735,4310,SQL,
15738,4321,Bash/Shell/PowerShell,Bash/Shell/PowerShell
15739,4321,,HTML/CSS
15740,4321,,Java
15741,4321,,JavaScript
15742,4321,,TypeScript
15743,4321,Go,
15748,4321,HTML/CSS,
15753,4321,Java,
15758,4321,JavaScript,
15763,4321,Python,
15768,4321,Rust,
15773,4321,TypeScript,
15778,4322,Go,Bash/Shell/PowerShell
15779,4322,,Go
15780,4322,,HTML/CSS
15781,4322,,JavaScript
15782,4322,,Python
15783,4322,,SQL
15784,4322,HTML/CSS,
15790,4322,JavaScript,
15796,4322,Python,
15802,4322,Rust,
15808,4335,C#,C#
15809,4335,,HTML/CSS
15810,4335,,JavaScript
15811,4335,,SQL
15812,4348,Bash/Shell/PowerShell,Bash/Shell/PowerShell
15813,4348,,C#
15814,4348,,HTML/CSS
15815,4348,,JavaScript
15816,4348,,SQL
15817,4348,,TypeScript
15818,4348,C#,
15824,4348,Go,
15830,4348,JavaScript,
15836,4348,Python,
15842,4348,SQL,
15848,4348,TypeScript,
15854,4371,C++,C++
15855,4371,,Go
15856,4371,,HTML/CSS
15857,4371,,Java
15858,4371,,JavaScript
15859,4371,,Python
15860,4371,,Ruby
15861,4371,,Rust
15862,4371,HTML/CSS,
15870,4371,Rust,
15878,4371,TypeScript,
15886,4377,Assembly,C
15887,4377,,C++
15888,4377,,HTML/CSS
15889,4377,,Java
15890,4377,,JavaScript
15891,4377,,Objective-C
15892,4377,,PHP
15893,4377,,SQL
15894,4377,,Swift
15895,4377,,VBA
15896,4377,Bash/Shell/PowerShell,
15906,4377,Java,
15916,4377,Python,
15926,4377,SQL,
15936,4398,Bash/Shell/PowerShell,Bash/Shell/PowerShell
15937,4398,,C
15938,4398,,C#
15939,4398,,Go
15940,4398,,HTML/CSS
15941,4398,,JavaScript
15942,4398,,SQL
15943,4398,C,
15950,4398,C#,
15957,4398,Go,
15964,4398,Rust,
15971,4402,Bash/Shell/PowerShell,Bash/Shell/PowerShell
15972,4402,,C#
15973,4402,,HTML/CSS
15974,4402,,JavaScript
15975,4402,,Python
15976,4402,,SQL
15977,4402,,VBA
15978,4402,C#,
15985,4402,HTML/CSS,
15992,4402,SQL,
15999,4413,Bash/Shell/PowerShell,Bash/Shell/PowerShell
16000,4413,,C
16001,4413,,C#
16002,4413,,C++
16003,4413,,Go
16004,4413,,JavaScript
16005,4413,,Python
16006,4413,,SQL
16007,4413,C,
16015,4413,C#,
16023,4413,C++,
16031,4413,Go,
16039,4413,Rust,
16047,4413,Scala,
16055,4413,SQL,
16063,4415,C#,C#
16064,4415,,HTML/CSS
16065,4415,,JavaScript
16066,4415,Go,
16069,4415,HTML/CSS,
16072,4415,JavaScript,
16075,4415,Python,
16078,4426,Go,Bash/Shell/PowerShell
16079,4426,,HTML/CSS
16080,4426,,JavaScript
16081,4426,,PHP
16082,4426,,Python
16083,4426,,Scala
16084,4426,,TypeScript
16085,4426,HTML/CSS,
16092,4426,JavaScript,
16099,4426,Kotlin,
16106,4426,Python,
16113,4426,Scala,
16120,4426,Swift,
16127,4426,TypeScript,
16134,4432,C,Bash/Shell/PowerShell
16135,4432,,Java
16136,4432,,JavaScript
16137,4432,,SQL
16138,4432,,TypeScript
16139,4432,C++,
16144,4432,Kotlin,
16149,4432,Rust,
16154,4432,TypeScript,
16159,4439,Go,HTML/CSS
16160,4439,,Python
16161,4439,,Ruby
16162,4439,,SQL
16163,4439,,TypeScript
16164,4439,Python,
16169,4439,Rust,
16174,4448,Bash/Shell/PowerShell,C#
16175,4448,,HTML/CSS
16176,4448,,JavaScript
16177,4448,,PHP
16178,4448,,Rust
16179,4448,,SQL
16180,4448,C#,
16186,4448,HTML/CSS,
16192,4448,JavaScript,
16198,4448,Kotlin,
16204,4448,PHP,
16210,4448,Rust,
16216,4448,SQL,
16222,4448,Swift,
16228,4448,TypeScript,
16234,4452,C#,C#
16235,4452,,HTML/CSS
16236,4452,,JavaScript
16237,4452,,SQL
16238,4452,HTML/CSS,
16242,4474,Go,Python
16243,4474,,SQL
16244,4497,C#,C#
16245,4497,,HTML/CSS
16246,4497,,JavaScript
16247,4497,,SQL
16248,4497,Dart,
16252,4497,HTML/CSS,
16256,4497,JavaScript,
16260,4505,Bash/Shell/PowerShell,Bash/Shell/PowerShell
16261,4505,,C#
16262,4505,,HTML/CSS
16263,4505,,JavaScript
16264,4505,,SQL
16265,4505,,TypeScript
16266,4505,C#,
16272,4505,HTML/CSS,
16278,4505,JavaScript,
16284,4505,Python,
16290,4505,Rust,
16296,4505,SQL,
16302,4505,TypeScript,
16308,4535,Bash/Shell/PowerShell,Bash/Shell/PowerShell
16309,4535,,Dart
16310,4535,,HTML/CSS
16311,4535,,JavaScript
16312,4535,,PHP
16313,4535,,SQL
16314,4535,Dart,
16320,4535,HTML/CSS,
16326,4535,JavaScript,
16332,4535,SQL,
16338,4535,TypeScript,
16344,4550,Bash/Shell/PowerShell,Bash/Shell/PowerShell
16345,4550,,HTML/CSS
16346,4550,,JavaScript
16347,4550,,Python
16348,4550,,R
16349,4550,,SQL
16350,4550,Go,
16356,4550,Julia,
16362,4550,Python,
16368,4550,R,
16374,4550,Rust,
16380,4550,SQL,
16386,4561,C#,HTML/CSS
16387,4561,,JavaScript
16388,4561,,PHP
16389,4561,,SQL
16390,4561,,Swift
16391,4561,Python,
16396,4561,Ruby,
16401,4589,Bash/Shell/PowerShell,Bash/Shell/PowerShell
16402,4589,,HTML/CSS
16403,4589,,JavaScript
16404,4589,,TypeScript
16405,4589,Dart,
16409,4589,Go,
16413,4589,HTML/CSS,
16417,4589,JavaScript,
16421,4589,TypeScript,
16425,4596,Go,C#
16426,4596,,HTML/CSS
16427,4596,,JavaScript
16428,4596,,SQL
16429,4596,,VBA
16430,4596,TypeScript,
16435,4602,TypeScript,JavaScript
16436,4602,,TypeScript
16437,4636,Bash/Shell/PowerShell,Bash/Shell/PowerShell
16438,4636,,HTML/CSS
16439,4636,,JavaScript
16440,4636,,PHP
16441,4636,,Python
16442,4636,,SQL
16443,4636,Dart,
16449,4636,HTML/CSS,
16455,4636,JavaScript,
16461,4636,PHP,
16467,4636,Python,
16473,4636,SQL,
16479,4636,TypeScript,
16485,4653,HTML/CSS,C++
16486,4653,,HTML/CSS
16487,4653,,JavaScript
16488,4653,,Python
16489,4653,,SQL
16490,4653,,TypeScript
16491,4653,JavaScript,
16497,4653,Python,
16503,4653,SQL,
16509,4653,TypeScript,
16515,4662,Bash/Shell/PowerShell,Bash/Shell/PowerShell
16516,4662,,HTML/CSS
16517,4662,,JavaScript
16518,4662,,SQL
16519,4662,,TypeScript
16520,4662,Go,
16525,4662,HTML/CSS,
16530,4662,JavaScript,
16535,4662,Kotlin,
16540,4662,Python,
16545,4662,SQL,
16550,4662,TypeScript,
16555,4668,Bash/Shell/PowerShell,Bash/Shell/PowerShell
16556,4668,,C#
16557,4668,,HTML/CSS
16558,4668,,JavaScript
16559,4668,,PHP
16560,4668,,Python
16561,4668,,Ruby
16562,4668,,SQL
16563,4668,HTML/CSS,
16571,4668,JavaScript,
16579,4668,Python,
16587,4668,Ruby,
16595,4668,SQL,
16603,4674,Bash/Shell/PowerShell,Bash/Shell/PowerShell
16604,4674,,HTML/CSS
16605,4674,,Java
16606,4674,,JavaScript
16607,4674,,PHP
16608,4674,,Python
16609,4674,,SQL
16610,4674,,TypeScript
16611,4674,HTML/CSS,
16619,4674,JavaScript,
16627,4674,Python,
16635,4674,Rust,
16643,4674,TypeScript,
16651,4688,Bash/Shell/PowerShell,Bash/Shell/PowerShell
16652,4688,,C#
16653,4688,,HTML/CSS
16654,4688,,JavaScript
16655,4688,,PHP
16656,4688,,Python
16657,4688,,SQL
16658,4688,C#,
16665,4688,Dart,
16672,4688,HTML/CSS,
16679,4688,JavaScript,
16686,4688,Python,
16693,4688,Rust,
16700,4688,SQL,
16707,4710,Assembly,Bash/Shell/PowerShell
16708,4710,,C
16709,4710,,C++
16710,4710,,HTML/CSS
16711,4710,,Java
16712,4710,,JavaScript
16713,4710,,Objective-C
16714,4710,,SQL
16715,4710,,Swift
16716,4710,,TypeScript
16717,4710,Haskell,
16727,4710,Kotlin,
16737,4725,C#,Bash/Shell/PowerShell
16738,4725,,C#
16739,4725,,HTML/CSS
16740,4725,,JavaScript
16741,4725,,SQL
16742,4725,,TypeScript
16743,4725,Go,
16749,4725,R,
16755,4725,SQL,
16761,4725,TypeScript,
16767,4742,C#,C#
16768,4742,,HTML/CSS
16769,4742,,JavaScript
16770,4742,,TypeScript
16771,4742,HTML/CSS,
16775,4742,JavaScript,
16779,4742,TypeScript,
16783,4744,Bash/Shell/PowerShell,Bash/Shell/PowerShell
16784,4744,,C#
16785,4744,,Go
16786,4744,,HTML/CSS
16787,4744,,JavaScript
16788,4744,,Python
16789,4744,,SQL
16790,4744,,TypeScript
16791,4744,HTML/CSS,
16799,4744,JavaScript,
16807,4744,Python,
16815,4744,Rust,
16823,4744,TypeScript,
16831,4751,Bash/Shell/PowerShell,Bash/Shell/PowerShell
16832,4751,,C
16833,4751,,JavaScript
16834,4751,,Python
16835,4751,,R
16836,4751,,SQL
16837,4751,C,
16843,4751,Go,
16849,4751,Haskell,
16855,4751,Java,
16861,4751,JavaScript,
16867,4751,Python,
16873,4751,R,
16879,4757,Bash/Shell/PowerShell,Bash/Shell/PowerShell
16880,4757,,C
16881,4757,,HTML/CSS
16882,4757,,JavaScript
16883,4757,,Python
16884,4757,,SQL
16885,4757,Go,
16891,4757,Python,
16897,4757,TypeScript,
16903,4797,Bash/Shell/PowerShell,Bash/Shell/PowerShell
16904,4797,,HTML/CSS
16905,4797,,JavaScript
16906,4797,,PHP
16907,4797,,SQL
16908,4797,,TypeScript
16909,4797,HTML/CSS,
16915,4797,JavaScript,
16921,4797,PHP,
16927,4797,Python,
16933,4797,SQL,
16939,4797,TypeScript,
16945,4850,Bash/Shell/PowerShell,Bash/Shell/PowerShell
16946,4850,,C
16947,4850,,C++
16948,4850,,HTML/CSS
16949,4850,,Java
16950,4850,,JavaScript
16951,4850,,Python
16952,4850,,SQL
16953,4850,C,
16961,4850,C++,
16969,4850,Go,
16977,4850,Haskell,
16985,4850,Java,
16993,4850,JavaScript,
17001,4850,Julia,
17009,4850,Python,
17017,4850,R,
17025,4850,Scala,
17033,4850,SQL,
17041,4853,Bash/Shell/PowerShell,Bash/Shell/PowerShell
17042,4853,,C#
17043,4853,,Dart
17044,4853,,Go
17045,4853,,HTML/CSS
17046,4853,,Java
17047,4853,,JavaScript
17048,4853,,PHP
17049,4853,,SQL
17050,4853,,Scala
17051,4853,,TypeScript
17052,4853,C#,
17063,4853,Dart,
17074,4853,Go,
17085,4853,JavaScript,
17096,4853,SQL,
17107,4855,HTML/CSS,HTML/CSS
17108,4855,,JavaScript
17109,4855,,R
17110,4855,JavaScript,
17113,4855,R,
17116,4855,SQL,
17119,4855,TypeScript,
17122,4857,HTML/CSS,C#
17123,4857,,HTML/CSS
17124,4857,,Java
17125,4857,,JavaScript
17126,4857,,Kotlin
17127,4857,,SQL
17128,4857,JavaScript,
17134,4857,Rust,
17140,4857,SQL,
17146,4857,TypeScript,
17152,4876,Bash/Shell/PowerShell,Bash/Shell/PowerShell
17153,4876,,C#
17154,4876,,HTML/CSS
17155,4876,,JavaScript
17156,4876,,PHP
17157,4876,,SQL
17158,4876,,VBA
17159,4876,C#,
17166,4876,Go,
17173,4876,HTML/CSS,
17180,4876,JavaScript,
17187,4876,Kotlin,
17194,4876,PHP,
17201,4876,Python,
17208,4876,SQL,
17215,4880,Bash/Shell/PowerShell,Bash/Shell/PowerShell
17216,4880,,C#
17217,4880,,Go
17218,4880,,HTML/CSS
17219,4880,,Java
17220,4880,,JavaScript
17221,4880,,Python
17222,4880,,Ruby
17223,4880,,SQL
17224,4880,C#,
17233,4880,Go,
17242,4880,HTML/CSS,
17251,4880,Java,
17260,4880,JavaScript,
17269,4880,Python,
17278,4880,Ruby,
17287,4880,SQL,
17296,4932,C#,Bash/Shell/PowerShell
17297,4932,,C#
17298,4932,,HTML/CSS
17299,4932,,Java
17300,4932,,JavaScript
17301,4932,,SQL
17302,4932,,TypeScript
17303,4932,,VBA
17304,4932,HTML/CSS,
17312,4932,JavaScript,
17320,4932,Kotlin,
17328,4932,SQL,
17336,4932,TypeScript,
17344,4935,Go,Go
17345,4935,,HTML/CSS
17346,4935,,Java
17347,4935,,JavaScript
17348,4935,,TypeScript
17349,4935,HTML/CSS,
17354,4935,JavaScript,
17359,4935,Kotlin,
17364,4935,TypeScript,
17369,4960,C#,C#
17370,4960,,C++
17371,4960,,HTML/CSS
17372,4960,,JavaScript
17373,4960,,PHP
17374,4960,,SQL
17375,4960,,TypeScript
17376,4960,HTML/CSS,
17383,4960,SQL,
17390,4963,Bash/Shell/PowerShell,Bash/Shell/PowerShell
17391,4963,,C
17392,4963,,HTML/CSS
17393,4963,,JavaScript
17394,4963,,PHP
17395,4963,,Perl
17396,4963,,Python
17397,4963,,SQL
17398,4963,,VBA
17399,4963,Go,
17408,4963,HTML/CSS,
17417,4963,JavaScript,
17426,4963,PHP,
17435,4963,Python,
17444,4963,SQL,
17453,4963,VBA,
17462,4971,Bash/Shell/PowerShell,Bash/Shell/PowerShell
17463,4971,,C#
17464,4971,,C++
17465,4971,,HTML/CSS
17466,4971,,JavaScript
17467,4971,,PHP
17468,4971,,Python
17469,4971,,SQL
17470,4971,C++,
17478,4971,Go,
17486,4971,HTML/CSS,
17494,4971,JavaScript,
17502,4971,PHP,
17510,4971,Python,
17518,4971,SQL,
17526,4971,TypeScript,
17534,4975,Julia,Bash/Shell/PowerShell
17535,4975,,Python
17536,4975,,SQL
17537,4975,SQL,
17540,5044,Bash/Shell/PowerShell,Bash/Shell/PowerShell
17541,5044,,C#
17542,5044,,HTML/CSS
17543,5044,,Java
17544,5044,,JavaScript
17545,5044,,PHP
17546,5044,,SQL
17547,5044,,TypeScript
17548,5044,C#,
17556,5044,C++,
17564,5044,HTML/CSS,
17572,5044,JavaScript,
17580,5044,Kotlin,
17588,5044,Python,
17596,5044,Ruby,
17604,5044,SQL,
17612,5044,Swift,
17620,5044,TypeScript,
17628,5046,HTML/CSS,Bash/Shell/PowerShell
17629,5046,,HTML/CSS
17630,5046,,JavaScript
17631,5046,,Python
17632,5046,,Rust
17633,5046,,SQL
17634,5046,,TypeScript
17635,5046,JavaScript,
17642,5046,Kotlin,
17649,5046,Python,
17656,5046,Rust,
17663,5046,SQL,
17670,5046,TypeScript,
17677,5048,Bash/Shell/PowerShell,Bash/Shell/PowerShell
17678,5048,,Dart
17679,5048,,Go
17680,5048,,HTML/CSS
17681,5048,,Java
17682,5048,,JavaScript
17683,5048,,Kotlin
17684,5048,,Python
17685,5048,,Ruby
17686,5048,,SQL
17687,5048,,Scala
17688,5048,,Swift
17689,5048,,TypeScript
17690,5048,Dart,
17703,5048,Go,
17716,5048,TypeScript,
17729,5077,Bash/Shell/PowerShell,C#
17730,5077,,HTML/CSS
17731,5077,,JavaScript
17732,5077,,SQL
17733,5077,C#,
17737,5077,HTML/CSS,
17741,5077,JavaScript,
17745,5077,SQL,
17749,5094,Bash/Shell/PowerShell,Bash/Shell/PowerShell
17750,5094,,HTML/CSS
17751,5094,,Java
17752,5094,,JavaScript
17753,5094,,TypeScript
17754,5094,HTML/CSS,
17759,5094,Java,
17764,5094,JavaScript,
17769,5094,Python,
17774,5094,TypeScript,
17779,5096,HTML/CSS,HTML/CSS
17780,5096,,JavaScript
17781,5096,JavaScript,
17783,5096,Kotlin,
17785,5096,Python,
17787,5096,TypeScript,
17789,5097,Bash/Shell/PowerShell,Bash/Shell/PowerShell
17790,5097,,C#
17791,5097,,Python
17792,5097,,R
17793,5097,,SQL
17794,5097,C#,
17799,5097,C++,
17804,5097,SQL,
17809,5107,HTML/CSS,HTML/CSS
17810,5107,,Ruby
17811,5107,,SQL
17812,5107,Ruby,
17815,5107,SQL,
17818,5110,C#,C#
17819,5110,,HTML/CSS
17820,5110,,JavaScript
17821,5116,JavaScript,JavaScript
17822,5116,,PHP
17823,5116,,Python
17824,5116,,SQL
17825,5116,,TypeScript
17826,5116,Python,
17831,5116,SQL,
17836,5116,TypeScript,
17841,5118,JavaScript,JavaScript
17842,5118,,Python
17843,5118,,SQL
17844,5118,Python,
17847,5118,SQL,
17850,5123,Bash/Shell/PowerShell,Assembly
17851,5123,,Bash/Shell/PowerShell
17852,5123,,C
17853,5123,,C#
17854,5123,,C++
17855,5123,,Go
17856,5123,,HTML/CSS
17857,5123,,Java
17858,5123,,JavaScript
17859,5123,,PHP
17860,5123,,Python
17861,5123,,TypeScript
17862,5123,C#,
17874,5123,C++,
17886,5123,TypeScript,
17898,5134,Bash/Shell/PowerShell,HTML/CSS
17899,5134,,JavaScript
17900,5134,,Python
17901,5134,,VBA
17902,5134,Go,
17906,5134,HTML/CSS,
17910,5134,JavaScript,
17914,5134,Python,
17918,5134,TypeScript,
17922,5136,C#,C#
17923,5136,,HTML/CSS
17924,5136,,JavaScript
17925,5136,,SQL
17926,5136,,TypeScript
17927,5136,Haskell,
17932,5136,HTML/CSS,
17937,5136,JavaScript,
17942,5136,Kotlin,
17947,5136,Python,
17952,5136,Scala,
17957,5136,SQL,
17962,5136,TypeScript,
17967,5142,C,C
17968,5142,,C#
17969,5142,,C++
17970,5142,,JavaScript
17971,5142,,Python
17972,5142,,SQL
17973,5142,,VBA
17974,5142,C#,
17981,5142,C++,
17988,5142,Python,
17995,5142,SQL,
18002,5147,HTML/CSS,HTML/CSS
18003,5147,,JavaScript
18004,5147,,PHP
18005,5147,,Python
18006,5147,,SQL
18007,5147,JavaScript,
18012,5147,PHP,
18017,5147,Python,
18022,5147,Rust,
18027,5147,SQL,
18032,5177,Bash/Shell/PowerShell,Bash/Shell/PowerShell
18033,5177,,HTML/CSS
18034,5177,,JavaScript
18035,5177,,PHP
18036,5177,,Python
18037,5177,,SQL
18038,5177,Go,
18044,5177,HTML/CSS,
18050,5177,JavaScript,
18056,5177,Python,
18062,5177,R,
18068,5177,SQL,
18074,5177,TypeScript,
18080,5185,Bash/Shell/PowerShell,Bash/Shell/PowerShell
18081,5185,,C
18082,5185,,C++
18083,5185,,HTML/CSS
18084,5185,,Java
18085,5185,,Perl
18086,5185,,Python
18087,5185,,Ruby
18088,5185,,Scala
18089,5185,Go,
18098,5185,HTML/CSS,
18107,5185,Python,
18116,5208,Bash/Shell/PowerShell,Bash/Shell/PowerShell
18117,5208,,C#
18118,5208,,C++
18119,5208,,Go
18120,5208,,HTML/CSS
18121,5208,,JavaScript
18122,5208,,Python
18123,5208,,Rust
18124,5208,,SQL
18125,5208,C#,
18134,5208,C++,
18143,5208,Go,
18152,5208,HTML/CSS,
18161,5208,JavaScript,
18170,5208,Python,
18179,5208,Rust,
18188,5208,SQL,
18197,5213,Go,HTML/CSS
18198,5213,,JavaScript
18199,5213,JavaScript,
18201,5213,TypeScript,
18203,5214,HTML/CSS,HTML/CSS
18204,5214,,JavaScript
18205,5214,,Objective-C
18206,5214,,PHP
18207,5214,,SQL
18208,5214,,Swift
18209,5214,JavaScript,
18215,5214,PHP,
18221,5214,SQL,
18227,5214,Swift,
18233,5221,Java,Java
18234,5221,,JavaScript
18235,5221,,SQL
18236,5221,JavaScript,
18239,5221,SQL,
18242,5255,Bash/Shell/PowerShell,JavaScript
18243,5255,,Python
18244,5255,,SQL
18245,5255,Go,
18248,5255,JavaScript,
18251,5255,Python,
18254,5263,JavaScript,JavaScript
18255,5263,,TypeScript
18256,5263,Rust,
18258,5263,Swift,
18260,5263,TypeScript,
18262,5283,Python,HTML/CSS
18263,5283,,JavaScript
18264,5283,,TypeScript
18265,5283,TypeScript,
18268,5300,Bash/Shell/PowerShell,Bash/Shell/PowerShell
18269,5300,,HTML/CSS
18270,5300,,Java
18271,5300,,JavaScript
18272,5300,HTML/CSS,
18276,5300,Java,
18280,5300,JavaScript,
18284,5301,Bash/Shell/PowerShell,Bash/Shell/PowerShell
18285,5301,,HTML/CSS
18286,5301,,JavaScript
18287,5301,,Python
18288,5301,,Ruby
18289,5301,,SQL
18290,5301,,TypeScript
18291,5301,HTML/CSS,
18298,5301,JavaScript,
18305,5301,Python,
18312,5301,Rust,
18319,5301,SQL,
18326,5301,TypeScript,
18333,5315,Bash/Shell/PowerShell,Bash/Shell/PowerShell
18334,5315,,HTML/CSS
18335,5315,,JavaScript
18336,5315,,TypeScript
18337,5315,Haskell,
18341,5315,HTML/CSS,
18345,5315,JavaScript,
18349,5315,Rust,
18353,5315,TypeScript,
18357,5334,HTML/CSS,HTML/CSS
18358,5334,,Java
18359,5334,,JavaScript
18360,5334,,Python
18361,5334,,SQL
18362,5334,,TypeScript
18363,5334,Java,
18369,5334,JavaScript,
18375,5334,Kotlin,
18381,5334,Python,
18387,5334,TypeScript,
18393,5359,C#,C#
18394,5359,,SQL
18395,5359,C++,
18397,5359,JavaScript,
18399,5359,SQL,
18401,5369,C#,C#
18402,5369,,Dart
18403,5369,,Java
18404,5369,,JavaScript
18405,5369,,TypeScript
18406,5369,Dart,
18411,5369,Java,
18416,5369,JavaScript,
18421,5369,Kotlin,
18426,5369,TypeScript,
18431,5379,Go,Go
18432,5379,,Java
18433,5379,,JavaScript
18434,5379,,Python
18435,5379,,SQL
18436,5379,,Scala
18437,5379,Python,
18443,5396,HTML/CSS,HTML/CSS
18444,5396,,JavaScript
18445,5396,JavaScript,
18447,5396,TypeScript,
18449,5402,Bash/Shell/PowerShell,Bash/Shell/PowerShell
18450,5402,,HTML/CSS
18451,5402,,Java
18452,5402,,JavaScript
18453,5402,,Ruby
18454,5402,,SQL
18455,5402,Go,
18461,5402,HTML/CSS,
18467,5402,Java,
18473,5402,JavaScript,
18479,5402,Kotlin,
18485,5402,Python,
18491,5402,SQL,
18497,5405,HTML/CSS,Go
18498,5405,,HTML/CSS
18499,5405,,JavaScript
18500,5405,,Python
18501,5405,,SQL
18502,5405,,TypeScript
18503,5405,JavaScript,
18509,5405,Python,
18515,5409,C++,Java
18516,5409,,JavaScript
18517,5409,,Python
18518,5409,,SQL
18519,5409,Java,
18523,5409,JavaScript,
18527,5409,Kotlin,
18531,5409,Python,
18535,5411,C#,C#
18536,5411,,HTML/CSS
18537,5411,,JavaScript
18538,5411,,PHP
18539,5411,,SQL
18540,5411,Go,
18545,5411,JavaScript,
18550,5411,PHP,
18555,5411,Python,
18560,5411,TypeScript,
18565,5421,Go,Go
18566,5421,,JavaScript
18567,5421,JavaScript,
18569,5421,Rust,
18571,5423,Bash/Shell/PowerShell,Bash/Shell/PowerShell
18572,5423,,Java
18573,5423,,Python
18574,5423,,SQL
18575,5423,Java,
18579,5423,Python,
18583,5423,SQL,
18587,5431,HTML/CSS,HTML/CSS
18588,5431,,JavaScript
18589,5431,,TypeScript
18590,5431,TypeScript,
18593,5434,Go,Go
18594,5434,,HTML/CSS
18595,5434,,JavaScript
18596,5434,,PHP
18597,5434,,Python
18598,5434,,SQL
18599,5434,,TypeScript
18600,5434,HTML/CSS,
18607,5434,Java,
18614,5434,JavaScript,
18621,5434,Kotlin,
18628,5434,TypeScript,
18635,5453,Go,C
18636,5453,,C#
18637,5453,,C++
18638,5453,,Go
18639,5453,,HTML/CSS
18640,5453,,Java
18641,5453,,JavaScript
18642,5453,,Kotlin
18643,5453,,PHP
18644,5453,,Python
18645,5453,,SQL
18646,5453,,TypeScript
18647,5453,,VBA
18648,5453,JavaScript,
18661,5453,Kotlin,
18674,5453,PHP,
18687,5453,SQL,
18700,5461,Bash/Shell/PowerShell,Bash/Shell/PowerShell
18701,5461,,C
18702,5461,,HTML/CSS
18703,5461,,JavaScript
18704,5461,,PHP
18705,5461,,Perl
18706,5461,,Python
18707,5461,,Ruby
18708,5461,,SQL
18709,5461,C,
18718,5461,Go,
18727,5461,HTML/CSS,
18736,5461,Java,
18745,5461,JavaScript,
18754,5461,PHP,
18763,5461,Python,
18772,5461,Ruby,
18781,5461,SQL,
18790,5472,Bash/Shell/PowerShell,Bash/Shell/PowerShell
18791,5472,,C#
18792,5472,,HTML/CSS
18793,5472,,JavaScript
18794,5472,,PHP
18795,5472,,TypeScript
18796,5472,HTML/CSS,
18802,5472,JavaScript,
18808,5472,Python,
18814,5472,TypeScript,
18820,5494,Haskell,Bash/Shell/PowerShell
18821,5494,,JavaScript
18822,5494,,PHP
18823,5494,,Ruby
18824,5494,,SQL
18825,5494,Ruby,
18830,5494,Rust,
18835,5494,Scala,
18840,5494,SQL,
18845,5494,TypeScript,
18850,5496,Go,Bash/Shell/PowerShell
18851,5496,,HTML/CSS
18852,5496,,Java
18853,5496,,JavaScript
18854,5496,,Python
18855,5496,,SQL
18856,5496,,TypeScript
18857,5496,HTML/CSS,
18864,5496,Java,
18871,5496,JavaScript,
18878,5496,Kotlin,
18885,5496,Python,
18892,5496,SQL,
18899,5496,TypeScript,
